小説	ID	Property	原文	述語	修正	メモ
CrookedMan.tsv	71	hasPredicate	日よけしていなかった	notSunshaded		
ACaseOfIdentity.tsv	258	hasPredicate	話さない	NotTalk	notTalk	
CrookedMan.tsv	201	hasPredicate	言わない	notTell		
CrookedMan.tsv	123	hasPredicate	わからない	notUnderstand		
CrookedMan.tsv	302	hasPredicate	復讐したくない	notWant to revenge	notWantToRevenge	
ACaseOfIdentity.tsv	67	hasPredicate	訪ねたくない	NotWantToVisit	notWantToVisit	
SpeckledBand.tsv	215	hasPredicate	ならなかった	notWork		not鳴る
SpeckledBand.tsv	217	hasPredicate	動かない	notWork		not動く
ACaseOfIdentity.tsv	108	hasPredicate	得る	obtain		
ACaseOfIdentity.tsv	496	hasPredicate	得る	obtain		
ACaseOfIdentity.tsv	562	hasPredicate	得る	obtain		
SpeckledBand.tsv	6	hasPredicate	得る	obtain		
ACaseOfIdentity.tsv	529	hasPredicate	起こる	Occur	occur	
CrookedMan.tsv	277	hasPredicate	申し出た	offer		
DancingMen.tsv	101	hasPredicate	開いていた	open		
DancingMen.tsv	126	hasPredicate	開いていた	open		
DancingMen.tsv	127	hasPredicate	開いていた	open		
DancingMen.tsv	130	hasPredicate	開いていた	open		
ACaseOfIdentity.tsv	550	hasPredicate	開ける	Open	open	
CrookedMan.tsv	91	hasPredicate	開いていた	open		
SpeckledBand.tsv	223	hasPredicate	最近のもの	open		
SpeckledBand.tsv	224	hasPredicate	言った	open		言う
SpeckledBand.tsv	225	hasPredicate		open		できた
SpeckledBand.tsv	280	hasPredicate	作られた	open		
SpeckledBand.tsv	344	hasPredicate	開いていた	open		開く
SpeckledBand.tsv	354	hasPredicate	拓いていた	open		開く
CrookedMan.tsv	110	hasPredicate	見落としている	overlook		
ACaseOfIdentity.tsv	300	hasPredicate	見落としている	Overlooked	overlook	
ACaseOfIdentity.tsv	324	hasPredicate	見落としている	Overlooked	overlook	
SpeckledBand.tsv	7	hasPredicate	支払う	pay		
ACaseOfIdentity.tsv	184	hasPredicate	気を配る	Pay attention	payAttention	
DancingMen.tsv	87	hasPredicate	許した	permit		
CrookedMan.tsv	358	hasPredicate	卑劣な行いをした	play foul	playFoul	
CrookedMan.tsv	355	hasPredicate	喜ばせている	please		
DancingMen.tsv	189	hasPredicate	向けた	point		
SpeckledBand.tsv	78	hasPredicate	指す	point		
SpeckledBand.tsv	297	hasPredicate	準備する	prepare		
ACaseOfIdentity.tsv	109	hasPredicate	処理する	Process	process	
ACaseOfIdentity.tsv	491	hasPredicate	禁じる	Prohibit	prohibit	
CrookedMan.tsv	13	hasPredicate	昇進した	promote		
SpeckledBand.tsv	131	hasPredicate	提案した	propose		提案する
DancingMen.tsv	220	hasPredicate	引きずり落そうとした	pull		
SpeckledBand.tsv	214	hasPredicate	引っ張った	pull		引っ張る
SpeckledBand.tsv	219	hasPredicate	引っ張る	pull		引く
ACaseOfIdentity.tsv	105	hasPredicate	引き出す	Pull out	pullOut	
ACaseOfIdentity.tsv	553	hasPredicate	懲らしめる	punish		
DancingMen.tsv	24	hasPredicate	入れた	put		
DancingMen.tsv	190	hasPredicate	はめた	put		
ACaseOfIdentity.tsv	409	hasPredicate	置く	Put	put	
CrookedMan.tsv	220	hasPredicate	入れている	put		
SpeckledBand.tsv	300	hasPredicate	置いた	put		
SpeckledBand.tsv	301	hasPredicate	置いた	put		
SpeckledBand.tsv	302	hasPredicate	置いた	put		
SpeckledBand.tsv	367	hasPredicate	閉じ込めた	put		
SpeckledBand.tsv	384	hasPredicate	入れる	put		
SpeckledBand.tsv	391	hasPredicate	入れる	put		
CrookedMan.tsv	336	hasPredicate	入れた	put into	putInto	
ACaseOfIdentity.tsv	228	hasPredicate	乗せる	Put on	putOn	
ACaseOfIdentity.tsv	331	hasPredicate	つける	Put on	putOn	
ACaseOfIdentity.tsv	274	hasPredicate	出す	put out	putOut	
CrookedMan.tsv	339	hasPredicate	出した	put out	putOut	
ACaseOfIdentity.tsv	28	hasPredicate	戸惑っている	Puzzled	puzzled	
SpeckledBand.tsv	139	hasPredicate	聞いた	query		聞く
ACaseOfIdentity.tsv	176	hasPredicate	届く	reach		
ACaseOfIdentity.tsv	221	hasPredicate	着く	Reach	reach	
ACaseOfIdentity.tsv	231	hasPredicate	着く	Reach	reach	
SpeckledBand.tsv	389	hasPredicate	届く	reach		
DancingMen.tsv	23	hasPredicate	読んだ	read		
ACaseOfIdentity.tsv	493	hasPredicate	反抗する	Rebel	rebel	
DancingMen.tsv	20	hasPredicate	受け取った	receive		
DancingMen.tsv	43	hasPredicate	受け取った	receive		
DancingMen.tsv	71	hasPredicate	受け取った	receive		
ACaseOfIdentity.tsv	165	hasPredicate	受け取る	receive		
ACaseOfIdentity.tsv	380	hasPredicate	受ける	receive		
ACaseOfIdentity.tsv	22	hasPredicate	わかる	Recognize	recognize	
ACaseOfIdentity.tsv	43	hasPredicate	わかる	Recognize	recognize	
ACaseOfIdentity.tsv	51	hasPredicate	わかる	Recognize	recognize	
ACaseOfIdentity.tsv	37	hasPredicate	勧める	recommend		
ACaseOfIdentity.tsv	423	hasPredicate	喜ぶ	Rejoice	rejoice	
ACaseOfIdentity.tsv	432	hasPredicate	喜ぶ	Rejoice	rejoice	
CrookedMan.tsv	147	hasPredicate	関係している	relate		
CrookedMan.tsv	206	hasPredicate	言わない	notSay		
ACaseOfIdentity.tsv	570	hasPredicate	取り除く	remove		
CrookedMan.tsv	40	hasPredicate	借りていた	rent		
ACaseOfIdentity.tsv	559	hasPredicate	重ねる	repeat		
DancingMen.tsv	56	hasPredicate	帰る	return		
DancingMen.tsv	66	hasPredicate	帰宅する	return		
ACaseOfIdentity.tsv	149	hasPredicate	戻る	Return	return	
SpeckledBand.tsv	82	hasPredicate	戻る	return		
SpeckledBand.tsv	399	hasPredicate	行く	return		
ACaseOfIdentity.tsv	509	hasPredicate	奪う	rob		
CrookedMan.tsv	244	hasPredicate	丸めていた	round		
CrookedMan.tsv	133	hasPredicate	走った	run		
DancingMen.tsv	15	hasPredicate	言った	say		
DancingMen.tsv	31	hasPredicate	言った	say		
DancingMen.tsv	55	hasPredicate	言った	say		
DancingMen.tsv	63	hasPredicate	言った	say		
DancingMen.tsv	65	hasPredicate	言った	say		
DancingMen.tsv	79	hasPredicate	言った	say		
DancingMen.tsv	88	hasPredicate	降りてきた	say		
DancingMen.tsv	164	hasPredicate	言った	say		
DancingMen.tsv	185	hasPredicate	言った	say		
DancingMen.tsv	191	hasPredicate	言った	say		
DancingMen.tsv	213	hasPredicate	言った	say		
DancingMen.tsv	216	hasPredicate	話す	say		
ACaseOfIdentity.tsv	15	hasPredicate	言う	Say	say	
ACaseOfIdentity.tsv	39	hasPredicate	言う	say		
ACaseOfIdentity.tsv	41	hasPredicate	言う	say		
ACaseOfIdentity.tsv	49	hasPredicate	言う	say		
ACaseOfIdentity.tsv	52	hasPredicate	言う	say		
ACaseOfIdentity.tsv	86	hasPredicate	言う	say		
ACaseOfIdentity.tsv	100	hasPredicate	言う	say		
ACaseOfIdentity.tsv	113	hasPredicate	言う	say		
ACaseOfIdentity.tsv	122	hasPredicate	言う	say		
ACaseOfIdentity.tsv	124	hasPredicate	言う	say		
ACaseOfIdentity.tsv	127	hasPredicate	言う	say		
ACaseOfIdentity.tsv	130	hasPredicate	言う	say		
ACaseOfIdentity.tsv	140	hasPredicate	言う	say		
ACaseOfIdentity.tsv	142	hasPredicate	言う	say		
ACaseOfIdentity.tsv	144	hasPredicate	言う	say		
ACaseOfIdentity.tsv	155	hasPredicate	言う	say		
ACaseOfIdentity.tsv	156	hasPredicate	言う	say		
ACaseOfIdentity.tsv	160	hasPredicate	言う	say		
ACaseOfIdentity.tsv	163	hasPredicate	言う	say		
ACaseOfIdentity.tsv	174	hasPredicate	言う	say		
ACaseOfIdentity.tsv	182	hasPredicate	言う	say		
ACaseOfIdentity.tsv	185	hasPredicate	言う	say		
ACaseOfIdentity.tsv	187	hasPredicate	言う	say		
ACaseOfIdentity.tsv	202	hasPredicate	言う	say		
ACaseOfIdentity.tsv	210	hasPredicate	言う	say		
ACaseOfIdentity.tsv	213	hasPredicate	言う	say		
ACaseOfIdentity.tsv	243	hasPredicate	言う	say		
ACaseOfIdentity.tsv	252	hasPredicate	言う	say		
ACaseOfIdentity.tsv	253	hasPredicate	言う	say		
ACaseOfIdentity.tsv	257	hasPredicate	言う	say		
ACaseOfIdentity.tsv	259	hasPredicate	言う	say		
ACaseOfIdentity.tsv	261	hasPredicate	言う	say		
ACaseOfIdentity.tsv	266	hasPredicate	言う	say		
ACaseOfIdentity.tsv	273	hasPredicate	言う	say		
ACaseOfIdentity.tsv	277	hasPredicate	言う	say		
ACaseOfIdentity.tsv	282	hasPredicate	言う	say		
ACaseOfIdentity.tsv	285	hasPredicate	言う	say		
ACaseOfIdentity.tsv	291	hasPredicate	言う	say		
ACaseOfIdentity.tsv	296	hasPredicate	言う	say		
ACaseOfIdentity.tsv	299	hasPredicate	言う	say		
ACaseOfIdentity.tsv	304	hasPredicate	言う	say		
ACaseOfIdentity.tsv	322	hasPredicate	言う	say		
ACaseOfIdentity.tsv	342	hasPredicate	言う	say		
ACaseOfIdentity.tsv	353	hasPredicate	言う	say		
ACaseOfIdentity.tsv	371	hasPredicate	言う	say		
ACaseOfIdentity.tsv	377	hasPredicate	言う	say		
ACaseOfIdentity.tsv	381	hasPredicate	言う	say		
ACaseOfIdentity.tsv	395	hasPredicate	言う	say		
ACaseOfIdentity.tsv	399	hasPredicate	言う	say		
ACaseOfIdentity.tsv	412	hasPredicate	言う	say		
ACaseOfIdentity.tsv	414	hasPredicate	言う	say		
ACaseOfIdentity.tsv	428	hasPredicate	言う	say		
ACaseOfIdentity.tsv	434	hasPredicate	言う	say		
ACaseOfIdentity.tsv	440	hasPredicate	言う	say		
ACaseOfIdentity.tsv	444	hasPredicate	言う	say		
ACaseOfIdentity.tsv	453	hasPredicate	言う	say		
ACaseOfIdentity.tsv	460	hasPredicate	言う	say		
ACaseOfIdentity.tsv	465	hasPredicate	言う	say		
ACaseOfIdentity.tsv	470	hasPredicate	言う	say		
ACaseOfIdentity.tsv	472	hasPredicate	言う	say		
ACaseOfIdentity.tsv	510	hasPredicate	言う	say		
ACaseOfIdentity.tsv	541	hasPredicate	言う	say		
ACaseOfIdentity.tsv	548	hasPredicate	言う	say		
ACaseOfIdentity.tsv	551	hasPredicate	言う	say		
ACaseOfIdentity.tsv	554	hasPredicate	言う	say		
ACaseOfIdentity.tsv	558	hasPredicate	言う	say		
ACaseOfIdentity.tsv	576	hasPredicate	言う	say		
CrookedMan.tsv	113	hasPredicate	言った	say		
CrookedMan.tsv	122	hasPredicate	言った	say		
CrookedMan.tsv	171	hasPredicate	言った	say		
CrookedMan.tsv	202	hasPredicate	言った	say		
CrookedMan.tsv	309	hasPredicate	言った	say		
CrookedMan.tsv	346	hasPredicate	言った	say		
CrookedMan.tsv	348	hasPredicate	言った	say		
CrookedMan.tsv	365	hasPredicate	言った	say		
CrookedMan.tsv	368	hasPredicate	言った	say		
SpeckledBand.tsv	77	hasPredicate	言う	say		
SpeckledBand.tsv	261	hasPredicate	言う	say		
SpeckledBand.tsv	359	hasPredicate	言う	say		
SpeckledBand.tsv	362	hasPredicate	言う	say		
SpeckledBand.tsv	369	hasPredicate	言う	say		
CrookedMan.tsv	191	hasPredicate	恐ろしい	scare		
CrookedMan.tsv	249	hasPredicate	怯えていた	scare		
CrookedMan.tsv	89	hasPredicate	悲鳴あげた	scream		
DancingMen.tsv	6	hasPredicate	見た	see		
DancingMen.tsv	19	hasPredicate	見た	see		
DancingMen.tsv	28	hasPredicate	見た	see		
DancingMen.tsv	34	hasPredicate	見た	see		
DancingMen.tsv	46	hasPredicate	見た	see		
DancingMen.tsv	73	hasPredicate	見た	see		
ACaseOfIdentity.tsv	408	hasPredicate	見る	see		
CrookedMan.tsv	76	hasPredicate	見た	see		
CrookedMan.tsv	93	hasPredicate	見た	see		
CrookedMan.tsv	114	hasPredicate	見た	see		
CrookedMan.tsv	149	hasPredicate	見ていた	see		
CrookedMan.tsv	229	hasPredicate	見た	see		
CrookedMan.tsv	313	hasPredicate	見た	see		
CrookedMan.tsv	315	hasPredicate	見た	see		
CrookedMan.tsv	321	hasPredicate	見た	see		
SpeckledBand.tsv	260	hasPredicate	見える	see		
SpeckledBand.tsv	270	hasPredicate	見える	see		
SpeckledBand.tsv	308	hasPredicate	見える	see		
SpeckledBand.tsv	325	hasPredicate	叫ぶ	see		
SpeckledBand.tsv	329	hasPredicate	見た	see		
SpeckledBand.tsv	332	hasPredicate	見る	see		
SpeckledBand.tsv	352	hasPredicate	見た	see		見る
SpeckledBand.tsv	353	hasPredicate	上向きだった	see		
SpeckledBand.tsv	361	hasPredicate	頭を上げた	see		動く
ACaseOfIdentity.tsv	77	hasPredicate	売らせる	Sell	sell	
ACaseOfIdentity.tsv	79	hasPredicate	売れる	sell		
CrookedMan.tsv	284	hasPredicate	売った	sell		
CrookedMan.tsv	317	hasPredicate	売った	sell		
DancingMen.tsv	37	hasPredicate	書いた	send		
DancingMen.tsv	70	hasPredicate	打った	send		
DancingMen.tsv	177	hasPredicate	打った	send		
DancingMen.tsv	180	hasPredicate	送った	send		
DancingMen.tsv	207	hasPredicate	出した	send		
ACaseOfIdentity.tsv	115	hasPredicate	送っている	Send	send	
ACaseOfIdentity.tsv	173	hasPredicate	送る	send		
ACaseOfIdentity.tsv	218	hasPredicate	送る	send		
ACaseOfIdentity.tsv	386	hasPredicate	送る	send		
ACaseOfIdentity.tsv	387	hasPredicate	送る	send		
ACaseOfIdentity.tsv	573	hasPredicate	送る	send		
SpeckledBand.tsv	264	hasPredicate	合図する	send		
SpeckledBand.tsv	289	hasPredicate	合図した	send		
DancingMen.tsv	38	hasPredicate	送った	sent		
ACaseOfIdentity.tsv	407	hasPredicate	鋭い	sharp		
DancingMen.tsv	80	hasPredicate	撃った	shoot		
DancingMen.tsv	81	hasPredicate	撃った	shoot		
DancingMen.tsv	132	hasPredicate	発砲した	shoot		
DancingMen.tsv	133	hasPredicate	撃った	shoot		
DancingMen.tsv	134	hasPredicate	当たった	shoot		
DancingMen.tsv	192	hasPredicate	撃った	shoot		
DancingMen.tsv	222	hasPredicate	撃った	shoot		
DancingMen.tsv	225	hasPredicate	撃った	shoot		
CrookedMan.tsv	87	hasPredicate	叫んだ	shout		
CrookedMan.tsv	88	hasPredicate	叫んだ	shout		
CrookedMan.tsv	183	hasPredicate	叫んだ	shout		
DancingMen.tsv	35	hasPredicate	見せた	show		
CrookedMan.tsv	306	hasPredicate	見せる	show		
DancingMen.tsv	25	hasPredicate	黙っている	shutUp		
DancingMen.tsv	27	hasPredicate	黙っている	shutUp		
DancingMen.tsv	52	hasPredicate	腰かけていた	sit		
DancingMen.tsv	105	hasPredicate	うずくまっていた	sit		
ACaseOfIdentity.tsv	411	hasPredicate	座る	sit		
ACaseOfIdentity.tsv	467	hasPredicate	座る	sit		
CrookedMan.tsv	243	hasPredicate	座っていた	sit		
SpeckledBand.tsv	207	hasPredicate	座った	sit		座る
SpeckledBand.tsv	298	hasPredicate	座る	sit		
SpeckledBand.tsv	299	hasPredicate	座る	sit		
SpeckledBand.tsv	347	hasPredicate	腰をかけていた	sit		座る
SpeckledBand.tsv	61	hasPredicate	寝る	sleep		
SpeckledBand.tsv	283	hasPredicate	寝ていた	sleep		
SpeckledBand.tsv	55	hasPredicate	嗅ぐ	smell		
SpeckledBand.tsv	275	hasPredicate	匂った	smell		
SpeckledBand.tsv	310	hasPredicate	匂う	smell		
SpeckledBand.tsv	315	hasPredicate	匂いがする	smell		匂う
CrookedMan.tsv	12	hasPredicate	一兵卒だった	soldier		
ACaseOfIdentity.tsv	268	hasPredicate	解決できる	Solvable	canSolve	
ACaseOfIdentity.tsv	383	hasPredicate	解決する	Solve		
ACaseOfIdentity.tsv	198	hasPredicate	話す	speak		
ACaseOfIdentity.tsv	421	hasPredicate	話す	speak		
CrookedMan.tsv	223	hasPredicate	話す	speak		
CrookedMan.tsv	250	hasPredicate	話しかけた	speak		
DancingMen.tsv	154	hasPredicate	区切る	split		
DancingMen.tsv	51	hasPredicate	立てかけてあった	stand		
ACaseOfIdentity.tsv	1	hasPredicate	立つ	Stand	stand	
ACaseOfIdentity.tsv	2	hasPredicate	立つ	Stand	stand	
ACaseOfIdentity.tsv	7	hasPredicate	立っている	Stand	stand	
ACaseOfIdentity.tsv	539	hasPredicate	立つ	stand		
SpeckledBand.tsv	336	hasPredicate	立ちすくむ	standUp		
CrookedMan.tsv	56	hasPredicate	開始した	start		
CrookedMan.tsv	39	hasPredicate	駐留している	station		
DancingMen.tsv	211	hasPredicate	泊まり始めた	stay		
SpeckledBand.tsv	259	hasPredicate	夜を明かす．	stay		過ごす
SpeckledBand.tsv	266	hasPredicate	一夜を明かす	stay		過ごす
SpeckledBand.tsv	291	hasPredicate	静かにした	stay		
DancingMen.tsv	59	hasPredicate	止めた	stop		
DancingMen.tsv	64	hasPredicate	抑えた	stop		
SpeckledBand.tsv	314	hasPredicate	動く気配が静まる	stop		止まる
SpeckledBand.tsv	331	hasPredicate	やめる	stop		
CrookedMan.tsv	360	hasPredicate	苦しんだ	suffer		
ACaseOfIdentity.tsv	195	hasPredicate	患う	Suffer from	sufferFrom	
CrookedMan.tsv	186	hasPredicate	支えた	support		
SpeckledBand.tsv	74	hasPredicate	支える	support		
CrookedMan.tsv	333	hasPredicate	抑えた	suppress		
ACaseOfIdentity.tsv	339	hasPredicate	驚かせる	surprise		
SpeckledBand.tsv	271	hasPredicate	不自然と思う	suspect		疑う
ACaseOfIdentity.tsv	206	hasPredicate	誓わせる	Swear	swear	
ACaseOfIdentity.tsv	245	hasPredicate	誓う	swear		
ACaseOfIdentity.tsv	527	hasPredicate	誓わせる	Swear	swear	
CrookedMan.tsv	205	hasPredicate	誓った	swear		
DancingMen.tsv	58	hasPredicate	持った	take		
DancingMen.tsv	145	hasPredicate	持っていく	take		
CrookedMan.tsv	79	hasPredicate	持って行った	take		
CrookedMan.tsv	127	hasPredicate	持ち去られた	take		
CrookedMan.tsv	157	hasPredicate	持って行った	take		
CrookedMan.tsv	327	hasPredicate	取った	take		
SpeckledBand.tsv	16	hasPredicate		take		
SpeckledBand.tsv	244	hasPredicate	下した	take		
SpeckledBand.tsv	366	hasPredicate	持った	take		
CrookedMan.tsv	173	hasPredicate	行われた	take place	takePlace	
ACaseOfIdentity.tsv	302	hasPredicate	語る	talk		
CrookedMan.tsv	187	hasPredicate	話した	talk		
CrookedMan.tsv	196	hasPredicate	話した	talk		
CrookedMan.tsv	310	hasPredicate	話をした	talk		
SpeckledBand.tsv	56	hasPredicate	話す	talk		
SpeckledBand.tsv	155	hasPredicate	説明した	talk		説明する
SpeckledBand.tsv	258	hasPredicate	指示した	talk		
ACaseOfIdentity.tsv	25	hasPredicate	引きちぎる	TearOff	tearOff	
ACaseOfIdentity.tsv	178	hasPredicate	からかわれる	Teased	beTeased	
ACaseOfIdentity.tsv	33	hasPredicate	告げる	Tell	tell	
ACaseOfIdentity.tsv	255	hasPredicate	伝える	Tell	tell	
ACaseOfIdentity.tsv	580	hasPredicate	伝える	Tell	tell	
CrookedMan.tsv	22	hasPredicate	言った	tell		
CrookedMan.tsv	209	hasPredicate	言った	tell		
CrookedMan.tsv	210	hasPredicate	言った	tell		
CrookedMan.tsv	214	hasPredicate	言った	tell		
CrookedMan.tsv	251	hasPredicate	伝えた	tell		
CrookedMan.tsv	254	hasPredicate	伝えた	tell		
CrookedMan.tsv	256	hasPredicate	言った	tell		
CrookedMan.tsv	279	hasPredicate	教えた	tell		
SpeckledBand.tsv	94	hasPredicate	証言した	testified	testify	証言する
ACaseOfIdentity.tsv	194	hasPredicate	細い	thin		
DancingMen.tsv	29	hasPredicate	思った	think		
DancingMen.tsv	230	hasPredicate	思っていた	think		
ACaseOfIdentity.tsv	47	hasPredicate	思う	think		
ACaseOfIdentity.tsv	80	hasPredicate	思う	think		
ACaseOfIdentity.tsv	81	hasPredicate	思う	think		
ACaseOfIdentity.tsv	83	hasPredicate	思う	think		
ACaseOfIdentity.tsv	94	hasPredicate	思う	think		
ACaseOfIdentity.tsv	135	hasPredicate	思う	think		
ACaseOfIdentity.tsv	138	hasPredicate	思う	think		
ACaseOfIdentity.tsv	153	hasPredicate	思う	think		
ACaseOfIdentity.tsv	249	hasPredicate	思う	think		
ACaseOfIdentity.tsv	392	hasPredicate	思う	think		
ACaseOfIdentity.tsv	426	hasPredicate	思う	think		
CrookedMan.tsv	98	hasPredicate	思った	think		
CrookedMan.tsv	104	hasPredicate	思った	think		
CrookedMan.tsv	107	hasPredicate	思った	think		
CrookedMan.tsv	117	hasPredicate	思った	think		
CrookedMan.tsv	125	hasPredicate	思った	think		
CrookedMan.tsv	148	hasPredicate	思った	think		
CrookedMan.tsv	152	hasPredicate	思った	think		
CrookedMan.tsv	164	hasPredicate	思った	think		
CrookedMan.tsv	189	hasPredicate	思っていた	think		
CrookedMan.tsv	227	hasPredicate	思った	think		
CrookedMan.tsv	273	hasPredicate	思っていた	think		
CrookedMan.tsv	300	hasPredicate	思っている	think		
CrookedMan.tsv	325	hasPredicate	思った	think		
ACaseOfIdentity.tsv	512	hasPredicate	思っている	thinking		
ACaseOfIdentity.tsv	531	hasPredicate	縛られる	tied up	beTiedUp	
SpeckledBand.tsv	356	hasPredicate	きつくしめつけていた	tighten		締める
ACaseOfIdentity.tsv	345	hasProperty	きっちりしている	Tightly	tightly	
ACaseOfIdentity.tsv	236	hasPredicate	見る	to see	see	
ACaseOfIdentity.tsv	328	hasPredicate	見る	to see	see	
ACaseOfIdentity.tsv	329	hasPredicate	見る	to see	see	
ACaseOfIdentity.tsv	248	hasPredicate	理解する	to understand	understand	
SpeckledBand.tsv	138	hasPredicate	つけてきた	trace		つけてくる
SpeckledBand.tsv	383	hasPredicate	訓練する	train		
CrookedMan.tsv	144	hasPredicate	試した	try		
CrookedMan.tsv	318	hasPredicate	止めようとした	try to stop	tryToStop	
CrookedMan.tsv	72	hasPredicate	つけた	turn on	turnOn	
SpeckledBand.tsv	292	hasPredicate	消した	turnOff		
SpeckledBand.tsv	303	hasPredicate	消した	turnOff		
SpeckledBand.tsv	120	hasPredicate	つけた	turnOn		点ける
SpeckledBand.tsv	312	hasPredicate	火をつけた	turnOn		
ACaseOfIdentity.tsv	565	hasPredicate	タイプである	typeed	beTypeed	
CrookedMan.tsv	311	hasPredicate	気づいた	understand		
ACaseOfIdentity.tsv	286	hasPredicate	忘れられない	Unforgettable	unforgettable	
ACaseOfIdentity.tsv	66	hasPredicate	行きたくない	UnwillingToGo	unwillingToGo	
CrookedMan.tsv	221	hasPredicate	使う	use		
DancingMen.tsv	93	hasPredicate	訪れた	visit		
ACaseOfIdentity.tsv	146	hasPredicate	訪ねる	visit		
CrookedMan.tsv	1	hasPredicate	訪れた	visit		
CrookedMan.tsv	2	hasPredicate	頼んだ	visit		
CrookedMan.tsv	197	hasPredicate	待っていた	wait		
DancingMen.tsv	96	hasPredicate	起きた	wake		
SpeckledBand.tsv	53	hasPredicate	起きている	wakeUp		
SpeckledBand.tsv	59	hasPredicate	起きる	wakeUp		
SpeckledBand.tsv	119	hasPredicate	飛び起きた	wakeUp		飛び起きる
DancingMen.tsv	69	hasPredicate	歩き回った	walk		
CrookedMan.tsv	362	hasPredicate	歩いている	walk		
CrookedMan.tsv	295	hasPredicate	放浪した	wander		
ACaseOfIdentity.tsv	19	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	157	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	271	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	272	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	480	hasPredicate	欲しい	Want	want	
ACaseOfIdentity.tsv	203	hasPredicate	結婚したい	Want to get married	wantToGetMarried	
ACaseOfIdentity.tsv	495	hasPredicate	行きたい	want to go	wantToGo	
CrookedMan.tsv	172	hasPredicate	助けたい	want to help	wantToHelp	
CrookedMan.tsv	211	hasPredicate	助けたい	want to help	wantToHelp	
ACaseOfIdentity.tsv	389	hasPredicate	会いたい	want to meet	wantToMeet	
CrookedMan.tsv	303	hasPredicate	帰りたかった	want to return	wantToReturn	
ACaseOfIdentity.tsv	555	hasPredicate	試したい	want to try	wantToTry	
ACaseOfIdentity.tsv	21	hasPredicate	相談したい	WantToTalk	WantToTalk	
CrookedMan.tsv	241	hasPredicate	あたっていた	warm		
SpeckledBand.tsv	371	hasPredicate	注意する	warn		
DancingMen.tsv	54	hasPredicate	着ていた	wear		
DancingMen.tsv	111	hasPredicate	着ていた	wear		
DancingMen.tsv	112	hasPredicate	着ていた	wear		
ACaseOfIdentity.tsv	5	hasPredicate	かぶっている	Wear	wear	
ACaseOfIdentity.tsv	6	hasPredicate	つけている	Wear	wear	
ACaseOfIdentity.tsv	131	hasPredicate	着る	Wear	wear	
ACaseOfIdentity.tsv	498	hasPredicate	着ける	wear		
ACaseOfIdentity.tsv	499	hasPredicate	着ける	wear		
ACaseOfIdentity.tsv	443	hasPredicate	摩滅する	Wear out	wearOut	
ACaseOfIdentity.tsv	305	hasPredicate	かぶっている	Wearing	wearing	
ACaseOfIdentity.tsv	346	hasPredicate	履いている	Wearing	wearing	
ACaseOfIdentity.tsv	35	hasPredicate	迎える	Welcome	welcome	
ACaseOfIdentity.tsv	500	hasPredicate	ささやく	Whisper	whisper	
ACaseOfIdentity.tsv	283	hasPredicate	忘れない	will not forget	notForget	
ACaseOfIdentity.tsv	530	hasPredicate	望む	Wish	wish	
SpeckledBand.tsv	379	hasPredicate	働く	work		
ACaseOfIdentity.tsv	313	hasPredicate	すり切れている	Worn	worn	
ACaseOfIdentity.tsv	20	hasPredicate	悩んでいる	Worried	beWorried	
ACaseOfIdentity.tsv	212	hasPredicate	心配する	worry		
ACaseOfIdentity.tsv	415	hasPredicate	心配する	worry		
ACaseOfIdentity.tsv	4	hasPredicate	巻いている	Wrap	wrap	
DancingMen.tsv	231	hasPredicate	書いた	write		
ACaseOfIdentity.tsv	164	hasPredicate	書く	write		
ACaseOfIdentity.tsv	350	hasPredicate	書く	write		
ACaseOfIdentity.tsv	385	hasPredicate	書く	write		
ACaseOfIdentity.tsv	388	hasPredicate	書く	write		
ACaseOfIdentity.tsv	445	hasPredicate	書いている	writing		
ACaseOfIdentity.tsv	370	hasPredicate	書かれている	written	beWritten	
CrookedMan.tsv	41	hasPredicate	equalTo			
CrookedMan.tsv	151	hasPredicate	いた		exist	
SpeckledBand.tsv	230	hasPredicate				
SpeckledBand.tsv	k001	hasPredicate				
SpeckledBand.tsv	279	hasPredicate				equalTo
SpeckledBand.tsv	288	hasPredicate				
SpeckledBand.tsv	293	hasPredicate	じっとした		notMove	
SpeckledBand.tsv	320	hasPredicate				
SpeckledBand.tsv	321	hasPredicate				
SpeckledBand.tsv	335	hasPredicate	equalTo			
SpeckledBand.tsv	342	hasPredicate				
SpeckledBand.tsv	355	hasPredicate	みていた		see	見る
SpeckledBand.tsv	23	hasProperty	持つ	strengthened		
SpeckledBand.tsv	72	hasProperty	真っ青	turnPale	blue	blue または述語に？
SpeckledBand.tsv	73	hasProperty	ふらふら	beDizzy	dizzy	
SpeckledBand.tsv	91	hasProperty	悪い	have	本文チェック	悪い
SpeckledBand.tsv	92	hasProperty	不明	notKnown		不明
SpeckledBand.tsv	93	hasProperty	鍵がかかっていた	lock	beLocked？	施錠
SpeckledBand.tsv	96	hasProperty	閉ざしている	close		閉じる
SpeckledBand.tsv	98	hasProperty	堅い	hard		堅い
SpeckledBand.tsv	100	hasProperty	堅い	hard		堅い
SpeckledBand.tsv	101	hasProperty	太い	thick		太い
